Id,Loc,Ref,DeliveryDate,Quantity,Received,NetAmount,Supplier,PONumber,Date,Currency
15808622/New-York,New-York,15808622,11/8/2016,20,20,855.800018,Drecom,PO-200230,21-06-16,GBP
15808622/New-York,New-York,15808622,19-10-16,40,0,1711.600036,Drecom,PO-200273,25-08-16,GBP
15808622/New-York,New-York,15808622,27-10-16,40,0,1711.600036,Drecom,PO-200275,31-08-16,GBP
9952426/New-York,New-York,9952426,7/6/2016,12,12,772.5599676,FHL,PO-200181,6/4/2016,GBP
12956674/New-York,New-York,12956674,7/6/2016,12,12,772.5599676,Logipro,PO-200181,6/4/2016,EUR
15034737/New-York,New-York,15034737,26-10-15,12,12,598.199982,Logipro,PO-200017,31-08-15,EUR
15034737/New-York,New-York,15034737,15-02-16,28,28,1395.799958,Logipro,PO-200090,21-12-15,EUR
15034737/New-York,New-York,15034737,26-07-16,12,12,598.199982,Logipro,PO-200204,12/5/2016,EUR
15034737/New-York,New-York,15034737,11/8/2016,8,8,398.799988,Logipro,PO-200229,17-06-16,EUR
15034737/New-York,New-York,15034737,1/1/2001,12,0,598.199982,Logipro,PO-200293,4/10/2016,EUR
13452029/New-York,New-York,13452029,26-10-15,16,16,797.599976,RRD,PO-200017,31-08-15,USD
13452029/New-York,New-York,13452029,15-02-16,28,28,1395.799958,RRD,PO-200090,21-12-15,USD
13452029/New-York,New-York,13452029,26-07-16,16,16,797.599976,RRD,PO-200204,12/5/2016,USD
13452029/New-York,New-York,13452029,29-08-16,12,12,598.199982,RRD,PO-200232,30-06-16,USD
13452029/New-York,New-York,13452029,1/1/2001,12,0,598.199982,RRD,PO-200293,4/10/2016,USD
16595101/New-York,New-York,16595101,5/10/2015,60,60,1177.799952,FHL,PO-200006,3/8/2015,EUR
16595101/New-York,New-York,16595101,5/10/2015,32,32,628.1599744,FHL,PO-200012,14-08-15,EUR
16595101/New-York,New-York,16595101,15-01-16,20,20,392.599984,FHL,PO-200048,5/11/2015,EUR
16595101/New-York,New-York,16595101,15-02-16,40,40,785.199968,FHL,PO-200090,21-12-15,EUR
16595101/New-York,New-York,16595101,17-06-16,60,60,1177.799952,FHL,PO-200191,19-04-16,EUR
16595101/New-York,New-York,16595101,27-10-16,40,0,785.199968,FHL,PO-200275,31-08-16,EUR
16595101/New-York,New-York,16595101,1/1/2001,28,0,549.6399776,FHL,PO-200289,28-09-16,EUR
16412231/New-York,New-York,16412231,27-01-16,150,150,3492.000105,Office First,PO-200032,20-10-15,GBP
16412231/New-York,New-York,16412231,18-11-15,115,115,2677.200081,Office First,PO-200050,11/11/2015,GBP
16412231/New-York,New-York,16412231,19-05-16,150,150,3492.000105,Office First,PO-200140,16-02-16,GBP
16412231/New-York,New-York,16412231,6/9/2016,150,150,3492.000105,Office First,PO-200222,7/6/2016,GBP
16412231/New-York,New-York,16412231,1/8/2016,114,114,2653.92008,Office First,PO-200231,27-06-16,GBP
16412231/New-York,New-York,16412231,1/8/2016,60,60,1396.800042,Office First,PO-200241,25-07-16,GBP
16412231/New-York,New-York,16412231,10/8/2016,68,68,1583.040048,Office First,PO-200252,3/8/2016,GBP
16412231/New-York,New-York,16412231,15-09-16,60,0,1396.800042,Office First,PO-200265,17-08-16,GBP
16412231/New-York,New-York,16412231,1/1/2001,300,0,6984.00021,Office First,PO-200268,22-08-16,GBP
16412231/New-York,New-York,16412231,1/1/2001,400,0,9312.00028,Office First,PO-200283,20-09-16,GBP
11800905/New-York,New-York,11800905,5/10/2015,28,28,500.6399776,Office First,PO-200011,12/8/2015,USD
11800905/New-York,New-York,11800905,29-10-15,80,80,1430.399936,Office First,PO-200022,11/9/2015,USD
11800905/New-York,New-York,11800905,7/12/2015,32,32,572.1599744,Office First,PO-200030,12/10/2015,USD
11800905/New-York,New-York,11800905,15-02-16,28,28,500.6399776,Office First,PO-200090,21-12-15,USD
11800905/New-York,New-York,11800905,9/6/2016,40,40,715.199968,Office First,PO-200190,13-04-16,USD
11800905/New-York,New-York,11800905,11/8/2016,20,20,357.599984,Office First,PO-200229,17-06-16,USD
14820865/New-York,New-York,14820865,5/10/2015,20,20,357.599984,Drecom,PO-200011,12/8/2015,GBP
14820865/New-York,New-York,14820865,29-10-15,80,80,1430.399936,Drecom,PO-200022,11/9/2015,GBP
14820865/New-York,New-York,14820865,7/12/2015,32,32,572.1599744,Drecom,PO-200030,12/10/2015,GBP
14820865/New-York,New-York,14820865,15-02-16,28,28,500.6399776,Drecom,PO-200090,21-12-15,GBP
14820865/New-York,New-York,14820865,9/6/2016,40,40,715.199968,Drecom,PO-200190,13-04-16,GBP
14820865/New-York,New-York,14820865,17-06-16,20,20,357.599984,Drecom,PO-200191,19-04-16,GBP
14289423/New-York,New-York,14289423,5/10/2015,20,20,1165,Drecom,PO-200010,5/8/2015,EUR
14289423/New-York,New-York,14289423,11/11/2015,8,8,466,Drecom,PO-200024,22-09-15,EUR
14289423/New-York,New-York,14289423,7/12/2015,18,18,1048.5,Drecom,PO-200030,12/10/2015,EUR
14289423/New-York,New-York,14289423,12/4/2016,20,20,1165,Drecom,PO-200113,20-01-16,EUR
14289423/New-York,New-York,14289423,25-04-16,20,20,1165,Drecom,PO-200138,15-02-16,EUR
14289423/New-York,New-York,14289423,23-06-16,22,22,1281.5,Drecom,PO-200198,26-04-16,EUR
14289423/New-York,New-York,14289423,26-07-16,34,34,1980.5,Drecom,PO-200212,25-05-16,EUR
14289423/New-York,New-York,14289423,6/9/2016,4,4,233,Drecom,PO-200234,12/7/2016,EUR
12572752/New-York,New-York,12572752,5/10/2015,40,40,2116.399992,FHL,PO-200006,3/8/2015,EUR
12572752/New-York,New-York,12572752,5/10/2015,50,50,2645.49999,FHL,PO-200012,14-08-15,EUR
12572752/New-York,New-York,12572752,26-10-15,30,30,1587.299994,FHL,PO-200017,31-08-15,EUR
12572752/New-York,New-York,12572752,26-10-15,60,60,3174.599988,FHL,PO-200018,1/9/2015,EUR
12572752/New-York,New-York,12572752,29-10-15,20,20,1058.199996,FHL,PO-200022,11/9/2015,EUR
12572752/New-York,New-York,12572752,9/2/2016,40,40,2116.399992,FHL,PO-200072,3/12/2015,EUR
12572752/New-York,New-York,12572752,10/2/2016,18,18,952.3799964,FHL,PO-200080,10/12/2015,EUR
12572752/New-York,New-York,12572752,15-02-16,12,12,634.9199976,FHL,PO-200090,21-12-15,EUR
12572752/New-York,New-York,12572752,7/6/2016,50,50,2645.49999,FHL,PO-200181,6/4/2016,EUR
12572752/New-York,New-York,12572752,23-06-16,40,40,2116.399992,FHL,PO-200198,26-04-16,EUR
12572752/New-York,New-York,12572752,6/9/2016,30,30,1587.299994,FHL,PO-200234,12/7/2016,EUR
12572752/New-York,New-York,12572752,29-09-16,50,0,2645.49999,FHL,PO-200253,4/8/2016,EUR
12572752/New-York,New-York,12572752,1/1/2001,36,0,1904.759993,FHL,PO-200280,14-09-16,EUR
12572752/New-York,New-York,12572752,1/1/2001,50,0,2645.49999,FHL,PO-200289,28-09-16,EUR
12572752/New-York,New-York,12572752,1/1/2001,30,0,1587.299994,FHL,PO-200296,17-10-16,EUR
15519926/New-York,New-York,15519926,5/10/2015,40,40,2116.399992,Logipro,PO-200006,3/8/2015,USD
15519926/New-York,New-York,15519926,5/10/2015,50,50,2645.49999,Logipro,PO-200012,14-08-15,USD
15519926/New-York,New-York,15519926,26-10-15,30,30,1587.299994,Logipro,PO-200017,31-08-15,USD
15519926/New-York,New-York,15519926,26-10-15,60,60,3174.599988,Logipro,PO-200018,1/9/2015,USD
15519926/New-York,New-York,15519926,29-10-15,20,20,1058.199996,Logipro,PO-200022,11/9/2015,USD
15519926/New-York,New-York,15519926,9/2/2016,40,40,2116.399992,Logipro,PO-200072,3/12/2015,USD
15519926/New-York,New-York,15519926,10/2/2016,30,30,1587.299994,Logipro,PO-200080,10/12/2015,USD
15519926/New-York,New-York,15519926,7/6/2016,50,50,2645.49999,Logipro,PO-200181,6/4/2016,USD
15519926/New-York,New-York,15519926,23-06-16,40,40,2116.399992,Logipro,PO-200198,26-04-16,USD
15519926/New-York,New-York,15519926,6/9/2016,30,30,1587.299994,Logipro,PO-200234,12/7/2016,USD
15519926/New-York,New-York,15519926,29-09-16,50,0,2645.49999,Logipro,PO-200253,4/8/2016,USD
15519926/New-York,New-York,15519926,1/1/2001,20,0,1058.199996,Logipro,PO-200280,14-09-16,USD
15519926/New-York,New-York,15519926,1/1/2001,64,0,3386.239987,Logipro,PO-200289,28-09-16,USD
15519926/New-York,New-York,15519926,1/1/2001,30,0,1587.299994,Logipro,PO-200296,17-10-16,USD
11097836/New-York,New-York,11097836,5/10/2015,28,28,698.8799748,SuperSupply,PO-200011,12/8/2015,GBP
11097836/New-York,New-York,11097836,5/10/2015,20,20,499.199982,SuperSupply,PO-200012,14-08-15,GBP
11097836/New-York,New-York,11097836,31-12-15,20,20,499.199982,SuperSupply,PO-200034,22-10-15,GBP
11097836/New-York,New-York,11097836,10/2/2016,12,12,299.5199892,SuperSupply,PO-200080,10/12/2015,GBP
11097836/New-York,New-York,11097836,12/2/2016,16,16,399.3599856,SuperSupply,PO-200087,17-12-15,GBP
11097836/New-York,New-York,11097836,9/6/2016,16,16,399.3599856,SuperSupply,PO-200190,13-04-16,GBP
11097836/New-York,New-York,11097836,21-06-16,32,32,798.7199712,SuperSupply,PO-200196,25-04-16,GBP
11097836/New-York,New-York,11097836,1/1/2001,32,0,798.7199712,SuperSupply,PO-200287,22-09-16,GBP
15092233/New-York,New-York,15092233,5/10/2015,28,28,698.8799748,Drecom,PO-200011,12/8/2015,EUR
15092233/New-York,New-York,15092233,5/10/2015,20,20,499.199982,Drecom,PO-200012,14-08-15,EUR
15092233/New-York,New-York,15092233,31-12-15,20,20,499.199982,Drecom,PO-200034,22-10-15,EUR
15092233/New-York,New-York,15092233,10/2/2016,12,12,299.5199892,Drecom,PO-200080,10/12/2015,EUR
15092233/New-York,New-York,15092233,18-02-16,16,16,399.3599856,Drecom,PO-200083,15-12-15,EUR
15092233/New-York,New-York,15092233,9/6/2016,48,48,1198.079957,Drecom,PO-200190,13-04-16,EUR
15092233/New-York,New-York,15092233,1/1/2001,32,0,798.7199712,Drecom,PO-200287,22-09-16,EUR
10136626/New-York,New-York,10136626,14-03-16,100,100,4000,FHL,PO-200057,16-11-15,EUR
10136626/New-York,New-York,10136626,25-07-16,200,200,8000,FHL,PO-200180,5/4/2016,EUR
10136626/New-York,New-York,10136626,1/8/2016,100,100,4000,FHL,PO-200188,13-04-16,EUR
10136626/New-York,New-York,10136626,1/1/2001,200,0,8000,FHL,PO-200295,17-10-16,EUR
14789055/New-York,New-York,14789055,5/8/2015,40,40,920,FHL,102197,27-05-15,GBP
14789055/New-York,New-York,14789055,5/10/2015,60,60,1380,FHL,PO-200010,5/8/2015,GBP
14789055/New-York,New-York,14789055,26-10-15,40,40,920,FHL,PO-200017,31-08-15,GBP
14789055/New-York,New-York,14789055,29-10-15,140,140,3220,FHL,PO-200023,15-09-15,GBP
14789055/New-York,New-York,14789055,18-11-15,80,80,1840,FHL,PO-200025,24-09-15,GBP
14789055/New-York,New-York,14789055,7/12/2015,80,80,1840,FHL,PO-200030,12/10/2015,GBP
14789055/New-York,New-York,14789055,6/1/2016,30,30,690,FHL,PO-200038,29-10-15,GBP
14789055/New-York,New-York,14789055,10/2/2016,100,100,2300,FHL,PO-200080,10/12/2015,GBP
14789055/New-York,New-York,14789055,12/4/2016,60,60,1380,FHL,PO-200104,12/1/2016,GBP
14789055/New-York,New-York,14789055,25-04-16,100,100,2300,FHL,PO-200138,15-02-16,GBP
14789055/New-York,New-York,14789055,23-06-16,60,60,1380,FHL,PO-200198,26-04-16,GBP
14789055/New-York,New-York,14789055,1/8/2016,24,24,552,FHL,PO-200215,2/6/2016,GBP
14789055/New-York,New-York,14789055,11/8/2016,16,16,368,FHL,PO-200229,17-06-16,GBP
14789055/New-York,New-York,14789055,11/8/2016,60,60,1380,FHL,PO-200230,21-06-16,GBP
14789055/New-York,New-York,14789055,6/9/2016,40,40,920,FHL,PO-200234,12/7/2016,GBP
14789055/New-York,New-York,14789055,28-10-16,100,0,2300,FHL,PO-200248,29-07-16,GBP
14789055/New-York,New-York,14789055,7/10/2016,98,0,2254,FHL,PO-200264,16-08-16,GBP
14789055/New-York,New-York,14789055,27-10-16,60,0,1380,FHL,PO-200275,31-08-16,GBP
14789055/New-York,New-York,14789055,1/1/2001,40,0,920,FHL,PO-200287,22-09-16,GBP
14789055/New-York,New-York,14789055,1/1/2001,100,0,2300,FHL,PO-200296,17-10-16,GBP
14789055/New-York,New-York,14789055,1/1/2001,100,0,2300,FHL,PO-200297,19-10-16,GBP
13474623/New-York,New-York,13474623,27-01-16,150,150,9602.99949,Drecom,PO-200032,20-10-15,GBP
13474623/New-York,New-York,13474623,17-03-16,150,150,9602.99949,Drecom,PO-200076,4/12/2015,GBP
13474623/New-York,New-York,13474623,19-05-16,150,150,9602.99949,Drecom,PO-200140,16-02-16,GBP
13474623/New-York,New-York,13474623,20-06-16,150,150,9602.99949,Drecom,PO-200163,16-03-16,GBP
13474623/New-York,New-York,13474623,6/9/2016,250,250,16004.99915,Drecom,PO-200222,7/6/2016,GBP
12564089/New-York,New-York,12564089,5/10/2015,40,40,1230,FHL,PO-200006,3/8/2015,EUR
12564089/New-York,New-York,12564089,5/10/2015,30,30,922.5,FHL,PO-200011,12/8/2015,EUR
12564089/New-York,New-York,12564089,15-02-16,20,20,615,FHL,PO-200090,21-12-15,EUR
12564089/New-York,New-York,12564089,31-05-16,30,30,922.5,FHL,PO-200175,30-03-16,EUR
12564089/New-York,New-York,12564089,1/1/2001,30,0,922.5,FHL,PO-200289,28-09-16,EUR
13107618/New-York,New-York,13107618,26-10-15,18,18,885.0599676,Logipro,PO-200017,31-08-15,GBP
13107618/New-York,New-York,13107618,29-10-15,16,16,786.7199712,Logipro,PO-200023,15-09-15,GBP
13107618/New-York,New-York,13107618,6/1/2016,12,12,590.0399784,Logipro,PO-200038,29-10-15,GBP
13107618/New-York,New-York,13107618,15-01-16,14,14,688.3799748,Logipro,PO-200048,5/11/2015,GBP
13107618/New-York,New-York,13107618,20-05-16,12,12,590.0399784,Logipro,PO-200096,4/1/2016,GBP
13107618/New-York,New-York,13107618,31-05-16,30,30,1475.099946,Logipro,PO-200175,30-03-16,GBP
13107618/New-York,New-York,13107618,1/1/2001,30,0,1475.099946,Logipro,PO-200261,11/8/2016,GBP
13107618/New-York,New-York,13107618,1/1/2001,20,0,983.399964,Logipro,PO-200293,4/10/2016,GBP
16430058/New-York,New-York,16430058,22-06-16,100,100,285.99999,Office First,PO-200131,9/2/2016,EUR
16430058/New-York,New-York,16430058,5/8/2016,2000,2000,5719.9998,Office First,PO-200246,28-07-16,EUR
11780124/New-York,New-York,11780124,12/4/2016,2000,2000,7039.99996,SuperSupply,PO-200121,25-01-16,EUR
11780124/New-York,New-York,11780124,1/1/2001,125,0,439.9999975,SuperSupply,PO-200123,26-01-16,EUR
11780124/New-York,New-York,11780124,22-06-16,500,500,1759.99999,SuperSupply,PO-200131,9/2/2016,EUR
10255812/New-York,New-York,10255812,22-06-16,100,100,100,RRD,PO-200131,9/2/2016,GBP
10255812/New-York,New-York,10255812,1/8/2016,2400,2300,2400,RRD,PO-200240,19-07-16,GBP
10255812/New-York,New-York,10255812,5/8/2016,2000,2000,2000,RRD,PO-200246,28-07-16,GBP
16187687/New-York,New-York,16187687,5/10/2015,30,30,419.100009,Logipro,PO-200011,12/8/2015,GBP
16187687/New-York,New-York,16187687,1/1/2001,10,0,139.700003,Logipro,PO-EE-BO-Scranton,30-10-15,GBP
16187687/New-York,New-York,16187687,1/1/2001,40,0,558.800012,Logipro,PO-EE-BO-Scranton,30-10-15,GBP
16187687/New-York,New-York,16187687,15-01-16,40,40,558.800012,Logipro,PO-200048,5/11/2015,GBP
16187687/New-York,New-York,16187687,12/4/2016,30,30,419.100009,Logipro,PO-200126,28-01-16,GBP
16187687/New-York,New-York,16187687,29-08-16,40,40,558.800012,Logipro,PO-200232,30-06-16,GBP
16187687/New-York,New-York,16187687,6/9/2016,50,50,698.500015,Logipro,PO-200234,12/7/2016,GBP
16187687/New-York,New-York,16187687,5/8/2016,2,2,27.9400006,Logipro,PO-200246,28-07-16,GBP
16187687/New-York,New-York,16187687,1/1/2001,60,0,838.200018,Logipro,PO-200280,14-09-16,GBP
16187687/New-York,New-York,16187687,1/1/2001,50,0,698.500015,Logipro,PO-200289,28-09-16,GBP
12703703/New-York,New-York,12703703,26-10-15,20,20,307.000008,FHL,PO-200017,31-08-15,USD
12703703/New-York,New-York,12703703,29-10-15,12,12,184.2000048,FHL,PO-200023,15-09-15,USD
12703703/New-York,New-York,12703703,20-01-16,24,24,368.4000096,FHL,PO-200051,12/11/2015,USD
12703703/New-York,New-York,12703703,29-04-16,30,30,460.500012,FHL,PO-200143,18-02-16,USD
12703703/New-York,New-York,12703703,1/8/2016,12,12,184.2000048,FHL,PO-200215,2/6/2016,USD
12703703/New-York,New-York,12703703,11/8/2016,30,30,460.500012,FHL,PO-200230,21-06-16,USD
12703703/New-York,New-York,12703703,1/1/2001,16,0,245.6000064,FHL,PO-200293,4/10/2016,USD
10132892/New-York,New-York,10132892,5/10/2015,40,40,1855.200044,Drecom,PO-200011,12/8/2015,USD
10132892/New-York,New-York,10132892,5/10/2015,32,32,1484.160035,Drecom,PO-200012,14-08-15,USD
10132892/New-York,New-York,10132892,6/1/2016,30,30,1391.400033,Drecom,PO-200038,29-10-15,USD
10132892/New-York,New-York,10132892,7/6/2016,12,12,556.5600132,Drecom,PO-200181,6/4/2016,USD
10132892/New-York,New-York,10132892,9/6/2016,28,28,1298.640031,Drecom,PO-200190,13-04-16,USD
10132892/New-York,New-York,10132892,17-06-16,20,20,927.600022,Drecom,PO-200191,19-04-16,USD
10132892/New-York,New-York,10132892,1/1/2001,44,0,2040.720048,Drecom,PO-200297,19-10-16,USD
14339722/New-York,New-York,14339722,5/10/2015,40,40,1762.799988,Drecom,PO-200009,3/8/2015,USD
14339722/New-York,New-York,14339722,26-10-15,40,40,1762.799988,Drecom,PO-200017,31-08-15,USD
14339722/New-York,New-York,14339722,29-10-15,20,20,881.399994,Drecom,PO-200023,15-09-15,USD
14339722/New-York,New-York,14339722,6/1/2016,20,20,881.399994,Drecom,PO-200038,29-10-15,USD
14339722/New-York,New-York,14339722,15-02-16,28,28,1233.959992,Drecom,PO-200090,21-12-15,USD
14339722/New-York,New-York,14339722,17-06-16,26,26,1145.819992,Drecom,PO-200191,19-04-16,USD
14339722/New-York,New-York,14339722,21-06-16,14,14,616.9799958,Drecom,PO-200196,25-04-16,USD
14339722/New-York,New-York,14339722,23-06-16,20,20,881.399994,Drecom,PO-200198,26-04-16,USD
14339722/New-York,New-York,14339722,1/8/2016,20,20,881.399994,Drecom,PO-200215,2/6/2016,USD
11045096/New-York,New-York,11045096,26-10-15,20,20,738.399964,Logipro,PO-200017,31-08-15,GBP
11045096/New-York,New-York,11045096,15-02-16,26,26,959.9199532,Logipro,PO-200090,21-12-15,GBP
11045096/New-York,New-York,11045096,17-06-16,16,16,590.7199712,Logipro,PO-200191,19-04-16,GBP
11045096/New-York,New-York,11045096,23-06-16,30,30,1107.599946,Logipro,PO-200198,26-04-16,GBP
11045096/New-York,New-York,11045096,1/1/2001,30,0,1107.599946,Logipro,PO-200275,31-08-16,GBP
11045096/New-York,New-York,11045096,1/1/2001,20,0,738.399964,Logipro,PO-200287,22-09-16,GBP
13985896/New-York,New-York,13985896,5/10/2015,16,16,728.9600224,Drecom,PO-200011,12/8/2015,GBP
13985896/New-York,New-York,13985896,29-10-15,40,40,1822.400056,Drecom,PO-200023,15-09-15,GBP
13985896/New-York,New-York,13985896,6/1/2016,20,20,911.200028,Drecom,PO-200038,29-10-15,GBP
13985896/New-York,New-York,13985896,20-01-16,20,20,911.200028,Drecom,PO-200051,12/11/2015,GBP
13985896/New-York,New-York,13985896,12/2/2016,32,32,1457.920045,Drecom,PO-200087,17-12-15,GBP
13985896/New-York,New-York,13985896,9/6/2016,32,32,1457.920045,Drecom,PO-200190,13-04-16,GBP
13985896/New-York,New-York,13985896,23-06-16,16,16,728.9600224,Drecom,PO-200198,26-04-16,GBP
13985896/New-York,New-York,13985896,1/1/2001,40,0,1822.400056,Drecom,PO-200275,31-08-16,GBP
13985896/New-York,New-York,13985896,1/1/2001,20,0,911.200028,Drecom,PO-200287,22-09-16,GBP
14901389/New-York,New-York,14901389,31-05-16,20,20,624.59999,Logipro,PO-200175,30-03-16,USD
16363786/New-York,New-York,16363786,26-10-15,14,14,327.5999944,Drecom,PO-200018,1/9/2015,USD
16363786/New-York,New-York,16363786,29-10-15,20,20,467.999992,Drecom,PO-200023,15-09-15,USD
16363786/New-York,New-York,16363786,1/1/2001,6,0,140.3999976,Drecom,PO-EE-BO-Scranton,30-10-15,USD
16363786/New-York,New-York,16363786,20-05-16,20,20,467.999992,Drecom,PO-200096,4/1/2016,USD
16363786/New-York,New-York,16363786,12/4/2016,10,10,233.999996,Drecom,PO-200104,12/1/2016,USD
15963625/New-York,New-York,15963625,26-10-15,30,30,883.500024,RRD,PO-200018,1/9/2015,USD
15963625/New-York,New-York,15963625,12/2/2016,50,50,1472.50004,RRD,PO-200087,17-12-15,USD
15963625/New-York,New-York,15963625,1/1/2001,20,0,589.000016,RRD,PO-200280,14-09-16,USD
16018733/New-York,New-York,16018733,5/10/2015,30,30,610.800018,RRD,PO-200009,3/8/2015,USD
16018733/New-York,New-York,16018733,20-01-16,20,20,407.200012,RRD,PO-200051,12/11/2015,USD
16018733/New-York,New-York,16018733,18-01-16,30,30,610.800018,RRD,PO-200059,18-11-15,USD
16018733/New-York,New-York,16018733,31-05-16,8,8,162.8800048,RRD,PO-200175,30-03-16,USD
16018733/New-York,New-York,16018733,9/6/2016,32,32,651.5200192,RRD,PO-200190,13-04-16,USD
16018733/New-York,New-York,16018733,11/8/2016,24,24,488.6400144,RRD,PO-200229,17-06-16,USD
16018733/New-York,New-York,16018733,29-08-16,8,8,162.8800048,RRD,PO-200232,30-06-16,USD
16018733/New-York,New-York,16018733,6/9/2016,12,12,244.3200072,RRD,PO-200234,12/7/2016,USD
16018733/New-York,New-York,16018733,19-10-16,50,0,1018.00003,RRD,PO-200273,25-08-16,USD
16018733/New-York,New-York,16018733,1/1/2001,44,0,895.8400264,RRD,PO-200280,14-09-16,USD
14099484/New-York,New-York,14099484,20-01-16,44,44,1396.559991,Drecom,PO-200051,12/11/2015,GBP
14099484/New-York,New-York,14099484,19-05-16,50,50,1586.99999,Drecom,PO-200140,16-02-16,GBP
14099484/New-York,New-York,14099484,1/1/2001,34,0,1079.159993,Drecom,PO-200278,8/9/2016,GBP
16277400/New-York,New-York,16277400,5/10/2015,50,50,1127.000045,SuperSupply,PO-200010,5/8/2015,USD
16277400/New-York,New-York,16277400,12/2/2016,12,12,270.4800108,SuperSupply,PO-200087,17-12-15,USD
16277400/New-York,New-York,16277400,12/4/2016,14,14,315.5600126,SuperSupply,PO-200113,20-01-16,USD
16277400/New-York,New-York,16277400,21-06-16,20,20,450.800018,SuperSupply,PO-200196,25-04-16,USD
16277400/New-York,New-York,16277400,23-06-16,20,20,450.800018,SuperSupply,PO-200198,26-04-16,USD
16277400/New-York,New-York,16277400,1/1/2001,60,0,1352.400054,SuperSupply,PO-200261,11/8/2016,USD
16277400/New-York,New-York,16277400,19-10-16,20,0,450.800018,SuperSupply,PO-200273,25-08-16,USD
12451991/New-York,New-York,12451991,5/10/2015,50,50,1127.000045,RRD,PO-200010,5/8/2015,GBP
12451991/New-York,New-York,12451991,12/2/2016,12,12,270.4800108,RRD,PO-200087,17-12-15,GBP
12451991/New-York,New-York,12451991,12/4/2016,14,14,315.5600126,RRD,PO-200113,20-01-16,GBP
12451991/New-York,New-York,12451991,21-06-16,20,20,450.800018,RRD,PO-200196,25-04-16,GBP
12451991/New-York,New-York,12451991,23-06-16,20,20,450.800018,RRD,PO-200198,26-04-16,GBP
12451991/New-York,New-York,12451991,1/1/2001,60,0,1352.400054,RRD,PO-200261,11/8/2016,GBP
12451991/New-York,New-York,12451991,19-10-16,20,0,450.800018,RRD,PO-200273,25-08-16,GBP
13060917/New-York,New-York,13060917,5/10/2015,34,34,1187.279939,RRD,PO-200013,18-08-15,EUR
13060917/New-York,New-York,13060917,26-10-15,34,34,1187.279939,RRD,PO-200018,1/9/2015,EUR
13060917/New-York,New-York,13060917,29-10-15,20,20,698.399964,RRD,PO-200022,11/9/2015,EUR
13060917/New-York,New-York,13060917,18-01-16,20,20,698.399964,RRD,PO-200059,18-11-15,EUR
13060917/New-York,New-York,13060917,12/4/2016,46,46,1606.319917,RRD,PO-200104,12/1/2016,EUR
13060917/New-York,New-York,13060917,1/8/2016,40,40,1396.799928,RRD,PO-200215,2/6/2016,EUR
14404386/New-York,New-York,14404386,11/11/2015,20,20,1266.200028,Drecom,PO-200024,22-09-15,GBP
14404386/New-York,New-York,14404386,31-12-15,36,36,2279.16005,Drecom,PO-200034,22-10-15,GBP
14404386/New-York,New-York,14404386,18-01-16,16,16,1012.960022,Drecom,PO-200059,18-11-15,GBP
14404386/New-York,New-York,14404386,18-02-16,12,12,759.7200168,Drecom,PO-200083,15-12-15,GBP
14404386/New-York,New-York,14404386,21-06-16,30,30,1899.300042,Drecom,PO-200196,25-04-16,GBP
14404386/New-York,New-York,14404386,26-07-16,20,20,1266.200028,Drecom,PO-200204,12/5/2016,GBP
14404386/New-York,New-York,14404386,1/1/2001,30,0,1899.300042,Drecom,PO-200293,4/10/2016,GBP
14404386/New-York,New-York,14404386,1/1/2001,30,0,1899.300042,Drecom,PO-200297,19-10-16,GBP
14411646/New-York,New-York,14411646,5/10/2015,32,32,591.0399776,Drecom,PO-200013,18-08-15,USD
14411646/New-York,New-York,14411646,15-01-16,16,16,295.5199888,Drecom,PO-200048,5/11/2015,USD
14411646/New-York,New-York,14411646,20-05-16,28,28,517.1599804,Drecom,PO-200096,4/1/2016,USD
14411646/New-York,New-York,14411646,5/4/2016,20,20,369.399986,Drecom,PO-200112,20-01-16,USD
14411646/New-York,New-York,14411646,1/1/2001,40,0,738.799972,Drecom,PO-200261,11/8/2016,USD
16188573/New-York,New-York,16188573,5/10/2015,32,32,591.0399776,FHL,PO-200013,18-08-15,GBP
16188573/New-York,New-York,16188573,15-01-16,16,16,295.5199888,FHL,PO-200048,5/11/2015,GBP
16188573/New-York,New-York,16188573,20-05-16,24,24,443.2799832,FHL,PO-200096,4/1/2016,GBP
16188573/New-York,New-York,16188573,12/4/2016,4,4,73.8799972,FHL,PO-200104,12/1/2016,GBP
16188573/New-York,New-York,16188573,25-04-16,20,20,369.399986,FHL,PO-200130,8/2/2016,GBP
16188573/New-York,New-York,16188573,1/1/2001,40,0,738.799972,FHL,PO-200261,11/8/2016,GBP
15641711/Chicago,Chicago,15641711,1/1/2001,100,0,329.999995,FHL,PO-200122,26-01-16,USD
16075571/Chicago,Chicago,16075571,22-03-16,100,100,300,Logipro,PO-200148,1/3/2016,GBP
14759689/Chicago,Chicago,14759689,29-01-16,1000,1000,3269.99998,Drecom,PO-200103,12/1/2016,GBP
14095459/Chicago,Chicago,14095459,4/5/2016,50,50,2327.49996,Drecom,PO-200147,26-02-16,USD
14095459/Chicago,Chicago,14095459,5/8/2016,50,50,2327.49996,Drecom,PO-200165,18-03-16,USD
15586718/Chicago,Chicago,15586718,4/5/2016,55,55,3135,Drecom,PO-200147,26-02-16,GBP
15586718/Chicago,Chicago,15586718,5/8/2016,99,99,5643,Drecom,PO-200165,18-03-16,GBP
15586718/Chicago,Chicago,15586718,1/1/2001,100,0,5700,Drecom,PO-200285,20-09-16,GBP
